"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3H64VV8P","journalArticle","1980","Sompaew, V.; Datta, S. K. de","Stand establishment techniques and management practices for direct-seeded rice.","Philippine Journal of Crop Science","","0115-463X","","","Four field experiments were conducted from March 1978 to February 1979 at the International Rice Research Institute Farm on Maahas clay to determine the effects of planting method, land preparation method, and nitrogen fertilizer management on the stand establishment, plant characters, grain yield, and yield components of direct-seeded rice. For wetland rice, additional studies were conducted to determine the feasibility of ratoon cropping in increasing the productivity of rice. Furthermore, the different seedling ages were used in the experiment with wetland rice to determine the feasibility of reducing field duration. The dibbling method produced higher grain yield than the other methods for dryland seeding, and the drilling method for wetland seeding. The normal tillage operation gave grain yield similar to that obtained with intensive land preparation. During both dry and wet seasons two split applications of nitrogen fertilizer produced the same grain yield as the placement of nitrogen in the reduced soil layer. For the dry season, the optimum seedling age for the early-maturing varieties was 20 to 30 days, and for the medium- and late-maturing varieties was 30 to 40 days. But for the wet season planting, the optimum seedling ages for all varieties were 20 to 30 days. Seedling ages of the main crop had no effect on the grain yield of the rice ratoon crop. Deep placement of nitrogen fertilizer to the main crop gave a higher grain yield in the ratoon crop compared with split application. Higher grain yields were obtained from the rice ratoons from the late-maturing varieties. The grain yield of the rice ratoon crops ranged from 28 to 34% of the main crop. The maturity of the ratoon crops varied from 53 to 68 days after cutting the main crops depending upon the variety.","1980","2015-06-03 04:54:21","2015-06-03 04:54:21","","112-116","","3","5","","","","","","","","","","","","","","","","","CABI:20093019589","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RUN6SMVW","journalArticle","1978","Tsitsin, N. V.","State and prospects of research in the field of distant hybridization.","Sel'skokhozyaistvennaya Biologiya","","0131-6397","","","Information is presented on the methodology of intergeneric hybridization and on Soviet successes in breeding intergeneric hybrids, especially of cereals, such as Triticum X Agropyron, Triticum X Secale and Triticum X Elymus, Triticum X Agropyron X Elymus and Triticum X Secale X Agropyron. Particular attention is paid to Triticum X Agropyron hybrids, which the author has designated as a new wheat species, T. agropyrotriticum, with two subspecies, subsp. perenne (perennial wheat) and subsp. submittans (forage wheats).","1978","2015-06-03 04:42:22","2015-06-03 04:42:22","","822-829","","6","13","","","","","","","","","","","","","","","","","CABI:19791673289","","","","relevant; search.wheat; SPV; TS=(perennial NEAR/1 (triticum OR wheat)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KZ9T2PK","journalArticle","1997","Francki, M.G.; Crasta, O.R.; Sharma, H.C.; Ohm, H.W.; Anderson, J.M.","Structural organization of an alien Thinopyrum intermedium group 7 chromosome in U.S. soft red winter wheat (Triticum aestivum L.)","Genome","","08312796 (ISSN)","","http://www.scopus.com/inward/record.url?eid=2-s2.0-0031430662&partnerID=40&md5=26574e068c14a183e481a1f208403f12","Barley yellow dwarf virus (BYDV) resistance in soft red winter wheat (SRWW) cultivars has been achieved by substituting a group 7 chromosome from Thinopyrum intermedium for chromosome 7D. To localize BYDV resistance, a detailed molecular genetic analysis was done on the alien group 7 Th. intermedium chromosome to determine its structural organization. Triticeae group 7 RFLP markers and rye specific repetitive sequences used in the analysis showed that the alien chromosome in the P29 substitution line has distinguishing features. The 350-480 bp rye telomeric sequence family was present on the long arm as determined by Southern and fluorescence in situ hybridization. However, further analysis using a rye dispersed repetitive sequence indicated that this alien chromosome does not contain introgressed segments from the rye genome. The alien chromosome is homoeologous to wheat chromosomes 7A and 7D as determined by RFLP analysis. Presence of the waxy gene on chromosomes 7A, 7B, and 7D but its absence on the alien chromosome in P29 suggests some internal structural differences on the short arm between Th. intermedium and wheat group 7 chromosomes. The identification of rye telomeric sequences on the alien Thinopyrum chromosome and the homoeology to wheat chromosomes 7A and 7D provide the necessary information and tools to analyze smaller segments of the Thinopyrum chromosome and to localize BYDV resistance in SRWW cultivars.","1997","2015-06-03 05:59:49","2015-06-04 12:58:43","","716-722","","5","40","","","","","","","","","","English","","","Scopus","","","","","","","","ALL(perennial W/1 (rye OR secale) AND NOT (""rye grass"" OR ""rye-grass"" OR ryegrass)) AND DOCTYPE(ar); Barley yellow dwarf virus; cytogenetics; disease resistance; Homoeologous group 7; In situ hybridization; plant genetics; plant genome; relevant; RFLP; Rye repetitive sequences; Scopus; search.rye; SPV; Thinopyrum intermedium; Triticum aestivum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JIEADHKP","journalArticle","1958","EVATT, N. S.","Stubble rice production tests.","Rice Journal","","","","","The 8- to 9-month growing season of the Texas Gulf Coast Prairie is not quite long enough to permit two successive rice crops to be grown from seed. A preliminary test in 1956 demonstrated that ratooning was possible if an early-maturing variety was used and the crop was combine-harvested to leave at least 17 in. of stubble. This cutting height was necessary even though all tillering came from the base of the plant. In 1957, more than 4000 Ib. grain/ac. were obtained from the first crop and more than 2000 Ib./ac. from the ratoon-crop. Highest yields were obtained by applying N and P to the crop soon after sowing, and again to the ratoon-crop soon after cutting. There was no response to K. The first crop must be harvested before 10 August to obtain a successful ratoon-crop. Varieties which mature even earlier than Century Patna 231 would be an advantage.-J.D.J.","1958","2015-06-03 04:55:07","2015-06-03 04:55:07","","18-40","","6","61","","","","","","","","","","","","","","","","","CABI:19591701765","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GMWZGIWM","journalArticle","1983","Gurumurthy, S.; Muthukrishnan, P.; Thirumurugan, V.; Kaliappa, R.","Studies of ratoon in IR 20, Bhavani and Co 42 rice varieties.","Madras Agricultural Journal","","0024-9602","","","The 3 medium duration cultivars were grown at one wetland site in 1981-82, with NPK fertilization. After harvesting the main crop, 4 levels of N fertilization (100-160 kg/ha) were given either in a single dose 7 days after harvest or with half the dose delayed until 20 days after harvest. Bhavani gave the highest grain yield in the ratoon crop, and IR20 the lowest, although IR20 had given the highest yield in the planted crop.","1983","2015-06-03 04:53:47","2015-06-03 04:53:47","","825-826","","12","70","","","","","","","","","","","","","","","","","CABI:19851643954","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5QZIZV3G","journalArticle","1995","ShiHua, Jiang; Hong, Xiong; Wen, Fang; WenZhi, Luo","Studies on comprehensive cultivation techniques for high yield of ratoon rice in Sichuan Province.","Journal of Southwest Agricultural University","","1000-2642","","","Management of high-yield ratoon rice was studied in field experiments and demonstration plots in 1991-94 in Sichuan. The optimum temperature, relative humidity and stubble moisture content for the germination of regenerated buds were found to be 25.5-27.0°C, 81-85% and about 70%, respectively. Stubble moisture contents of >70% were negatively associated with germination and elongation of the regenerated buds. The adoption of balanced fertilizer application and other management techniques helped the accumulation of nutrients in the plants, delayed their senescence and improved the sprouting of regenerated buds and their establishment, Fertilizer dressing at the germination and sprout elongation stages increased the number of productive panicles and well-filled grains, thus increasing yield. Application of GA at the initial heading stage helped maintain a stabilized panicle number and increased seed-setting rate, seed-set per panicle and 1000-seed weight. Double cutting of the stubble reduced the negative influence of drought on the germination and elongation of regenerated buds.","1995","2015-06-03 04:50:54","2015-06-03 04:50:54","","189-192","","3","17","","","","","","","","","","","","","","","","","CABI:19960708307","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CNSVHC82","journalArticle","1986","Y-I, CHU; S-C, HONG; T-W, LAI; Y-S, CHEN","STUDIES ON EGG OVERWINTERING OF THE BROWN PLANTHOPPER NILAPARVATA-LUGENS","Plant Protection Bulletin (Taichung)","","0577-750X","","","The overwinter of brown planthopper (Nilaparvata lugens) with its egg stage are studied under the outdoor conditions with the materials collecting from the fields. The eggs deposited in the period between the end of Nov. 1983 and the end of Feb. 1984 are incubated under the outdoor conditions. The eggs are capable of hatching during the winter, no diapause are observed. However the incubation period is increased with the progression of winter season, the egg stage prolongs to 60 days in maximum and 50.12 .+-. 4.18 days in average. The low temperature bring mal-influence on the survival and development of eggs. The symptom can be divided into two large groups. One is characterized with eggs which do not show any embryonic development. The other group of eggs show the symptom of deformation during their embryonic development and fail to hatch at the last. The dead eggs in the first group are considered to be caused by mal-influence of low temperature through their mother adult. The latter are presumed to be influenced directly by the cold conditions at the egg stage. In the fallowing paddy field, the egg population on the ratoon paddy increase from December. The population peak is observed in the middle of January. Most of those eggs hatch in the middle of February. Then, the temperature condition is no longer serious to the newly hatched nymphs. Therefore the survival rate of the nymph are surely high. They are recognized to be the first generation of planthopper of the year. The low temperature seems a mechanism regulating the embryonic development of brown planthopper during winter season. As a result, the hatching of overwintering eggs are concentrated in the middle of February. Based on the finding, the monitoring operation on the abundance of the first generation is suggested to focus on the egg density in ratoon paddy in the beginning of February.","1986","2015-06-03 04:53:11","2015-06-03 04:53:11","","123-132","","2","28","","","","","","","","","","","","","","","","","BCI:BCI198783002614","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UDMZM6KV","journalArticle","1990","Muddemmanavar, S. S.; Gumaste, S. K.; Angadi, S. S.; Kubsad, V. S.","Studies on fodder yielding and ratooning abilities of sorghum varieties as influenced by fertilizer levels.","Farming Systems","","","","","In a field trial in the summer (irrigated) and kharif [monsoon] (rainfed) seasons of 1981 on clay soil at Dharwad, Karnataka, the effects of 50 kg N + 30 kg P + 20 kg K/ha or double or triple these amounts on main crop and ratoon crop fodder yields of sorghum cv. Rio, Roma, Dale, RM 57-1, Annigeri-1 and J-set-3 were studied. Cv. RM 57-1 gave the highest main crop dry fodder yield of 15.26 t/ha, whereas the highest ratoon crop and total dry fodder yields were obtained from cv. Dale. The main crop and total dry fodder yields increased with up to 100 kg N + 60 kg P + 40 kg K, whereas the ratoon crop dry fodder yield increased with up to the highest NPK rate.","1990","2015-06-03 04:56:22","2015-06-03 04:56:22","","8-13","","1-2","6","","","","","","","","","","","","","","","","","CABI:19930764254","","","","relevant; search.sorghum; SPV; TS=(ratoon* NEAR/5 sorghum); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W6RWZXNI","journalArticle","1995","YOSHIDA, T.; HOZONO, S.","STUDIES ON LATERAL BUDS GROWTH INTO RATOON TILLERS IN EARLY-SEASON CULTURE OF RICE PLANTS","Japanese Journal of Crop Science","","0011-1848","","","The yielding ability and the effect of fertilization on yield were investigated in ratoon crop rice in early-season cultures. The total leaf number of each tiller in the ratoon crop was compared with Katayama's theoretical total number of leaves. The ratoon crop produced about 30% of the grain yield of the parent crop. Fertilization of the ratoon crop increased the panicle number per hill, resulting in an increased yield, Ratoon tillers were separated from the main stem to determine their tillering position on the seem, and to find the effect of fertilization on regrowth of tillers. Yield increase by fertilization was mainly due to the increase in the number of ripened secondary tillers. Tillers had 2 similar to 3 more leaves than the total leaves expected from the theory of synchronous growth of leaves and tillers. The investigation of growth of lateral buds at each growth stage of the parent crop showed that the relation between growth of the main stem and lateral bud growth of ratoon tillers was not synchronized, resulting in the increase of total leaf number over the theoretical one.","MAR  1995","2015-06-03 04:50:49","2015-06-03 04:50:49","","1-6","","1","64","","","","","","","","","","","","","","","","","WOS:A1995QM26400001","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V9JJTZKA","journalArticle","1990","C-H, CHENG","STUDIES ON POPULATION DYNAMICS AND FORECASTING OF POPULATION ABUNDANCE","Zhonghua Kunchong","","0258-462X","","","The population changes of brown planthopper, Nilaparvata lugens (Homoptera: Delphacidae) in paddy fields were investigated for the first and second rice crops in Chianan area from 1982 to 1988. The results revealed that the immigration of brown planthopper in the initial stage of the first rice crop in most cases could not be traced due to low immigrant. The first generation adults used to appear during the end of April to the beginning of May, and the hopper took about one month to complete one generation up to the time of harvest of the crop in the end of June. The highest population peak in this crop season ranged from 0.60 to 10.2 with an average of 1.33 per hill, which appeared mostly during 1-2 weeks before harvest of the crop. Analysis of the factors affecting to abundance of the hopper in the first rice crop indicated that the density of over-winter population was the most important (r2 = 0.984). Besides, the number of days with the lowest day-temperature below 10.degree.C during December to Match, and the number of rainy day in April were also the factors affecting the population abundance to a certain extend. On the contrary, the population of the hopper in the second rice crop was high. The immigrant invaded into paddy fields soon after rice planting, and the peak of immigration appeared mostly during 2 to 3 weeks after rice planting. Initial population was varied from year with a range from 0.006 to 0.27 female adults per hill. The population increased from 46.6 to 2071 folds through 2 to 3 generation's multiplication to reach its highest population peak in the range of 0.6 to 450.6 per hill. The population abundance of the hopper in this crop season was highly correlated with the density of immigrant and the rainfall in September. High temperature over 34.degree.C in August was also an important factor in reducing the population abundance in this crop season. Several regression equations has been established for predicting the population abundance of the hopper both in the first and second rice crop in this area. The coefficience of determination of the regressions were higher than 0.986, indicating that they were likely to be used practically. The population characteristics of the hopper in each crop season and on ratoon rice in this area are also discussed in the paper.","1990","2015-06-03 04:52:13","2015-06-03 04:52:13","","1-26","","1","10","","","","","","","","","","","","","","","","","BCI:BCI199090074036","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UAK24TB","journalArticle","1978","Mane, S. S.; Ramshe, D. G.","Studies on ratooning ability of sorghum entries.","Sorghum Newsletter","","0584-1321","","","Tabulated data are presented on the grain and fodder yields from one to three tillers per shoot of the ratoon crop of three hybrids and four varieties. The highest mean grain yields were given by the hybrids; of these, CSH1, with 44.13 q/ha, produced most, producing 37, 46, 49 and 55% more than the varieties 168, Swarna, 370 and CS3541, respectively. The highest mean fodder yield was given by Swarna, followed by CSH5.","1978","2015-06-03 04:57:15","2015-06-03 04:57:15","","46-47","","","21","","","","","","","","","","","","","","","","","CABI:19801687677","","","","relevant; search.sorghum; SPV; TS=(ratoon* NEAR/5 sorghum); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5XAD83X","journalArticle","1984","Hou, F. F.","Studies on ratooning and its correlation with TNC content in rice.","Bulletin of Taichung District Agricultural Improvement Station","","0255-5905","","","In a study of 10 varieties, there was a positive correlation at harvest between ratooning ability and the content of total nonstructural carbohydrates (TNC) in the stem bases (10 cm above ground level). Rooting and bud sprouting ability of the first node above ground level, assessed in the laboratory after harvest, was also positively correlated with ratooning ability in the field, indicating that laboratory culture of the first node could be used in early screening tests for ratooning ability.","1984","2015-06-03 04:53:32","2015-06-03 04:53:32","","41-48","","9","","","","","","","","","","","","","","","","","","CABI:19851646124","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SI8BT432","journalArticle","1970","BALASUBRAMANIAN, B.; MORACHAN, Y. B.; KALIAPPA, R.","Studies on ratooning in rice. 1. Growth attributes and yield.","Madras Agricultural Journal","","0024-9602","","","In rice cv. IR8, ADT 27, Co 32 and Jeeraga Samba, the planted crop was harvested at 10, 20 or 30 cm above ground level and 40, 80 or 120 kg N/ha was applied to the stubble. In all treatments, ratoon yields were low even at the highest N application. All ratoon crops were shorter and the time taken to reach maturity was less than in the planted crops. Height of cutting the planted crops did not influence grain yield of the ratoons, but strongly influenced straw yields. Ratooning ability was shown to be a varietal characteristic. AGGH.","1970","2015-06-04 01:31:53","2015-06-04 01:32:37","","565-570","","11","57","","","","","","","","","","English","","","CABDirect2","","CABI - CAB Abstracts","","","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J9URVVF2","journalArticle","1982","Palchamy, A.; Kolandaiswamy, S.","Studies on ratooning in Vaigai and Bhavani rice varieties.","Madras Agricultural Journal","","0024-9602","","","Effects of 90-150 kg N/ha and stubble ht. on paddy yields of the ratoon crops of 2 rice cv. were determined. The mid-season cv. Bhavani harvested to a stubble ht. of 20 cm and given 120 kg N/ha yielded 4.85 t paddy/ha.","1982","2015-06-03 04:54:02","2015-06-03 04:54:02","","517-522","","8","69","","","","","","","","","","","","","","","","","CABI:19840765435","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IWEC74V6","journalArticle","2004","ZhenXie, Yi; NaiMei, Tu; PingPing, Chen","Studies on ratooning properties of a series of hybrid combinations derived from Peiai 64S.","Hybrid Rice","","","","","A field experiment was conducted in 2002 in Changsha, Hunan, China, to study the growth, development and ratooning properties of 4 combinations of rice derived from Peiai 64S. The total grain yield of the first rice crop and ratooning rice was ranked as follows: Peiai 64 * E32 > Liangyoupei 9 > Peiai 64 * B32 > Peiliangyou 500. The order of the contribution of yield components to grain yield for ratooning rice was: effective panicles/plant > spikelets/panicle > seed setting percentage > 1000-grain weight. The yield components of first rice crop had obvious effects on the ratooning rate (RR). Significant positive correlations were recorded between RR and effective panicles/plant, and between RR and 1000-grain weight. Significant negative correlations were noted between RR and grains/panicle, and between RR and seed setting percentage. The source-sink properties of the first rice crop also had obvious effects on RR. Significant positive correlations were observed between RR and maximal leaf area index, and between RR and output rate of dry matter in stem and sheath.","2004","2015-06-03 04:49:02","2015-06-03 04:49:02","","55-59","","6","19","","","","","","","","","","","","","","","","","CABI:20063089452","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZD99JXDZ","journalArticle","1986","Naidu, B. S.; Vasanthakumar, H. L.; Seshadri, V. S.; Nagaraju, M. S.","Studies on ratoon performance of leaf blast-susceptible varieties at ARS, Ponnampet, Karnataka.","International Rice Research Newsletter","","0115-0944","","","Although all 50 rice varieties screened were susceptible to Pyricularia oryzae (7-9 on a 0-9 scale) and gave virtually no yield, IET9667, IET9668 and IET9670 gave rise to productive ratoon tillers which gave an average yield of 1.6 t/ha and were free from disease. In the ratoon, plant height was reduced by 46.6% and days to 50% flowering by 42.6%.","1986","2015-06-03 04:52:57","2015-06-03 04:52:57","","7-7","","6","11","","","","","","","","","","","","","","","","","CABI:19871658816","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3HZK9W3","journalArticle","1970","Reimann-Philipp, R.; Eichhorn-Rohde, Hanna","STUDIES ON RELATIONSHIP OF FERTILITY AND MODE OF CHROMOSOME PAIRING IN TETRAPLOID F1-SPECIES HYBRIDS OF RYE (SECALE-CEREALE X SECALE-MONTANUM) HETEROZYGOUS FOR 3 TRANSLOCATED CHROMOSOMES","Theoretical and Applied Genetics","","0040-5752, 1432-2242","10.1007/BF00997000","http://link.springer.com/article/10.1007/BF00997000","1. The practical purpose of the present investigation was to determine whether “preferential pairing” occurs in artificially induced tetraploid F1 species hybrids ofS. cereale andS. montanum which are heterozygous for three translocated chromosomes. Under these conditions chromosomes might form bivalents rather than the multivalent rings and chains usually found, resulting in a normal degree of fertility. 2. Several individuals of the tetraploidF 1 generation, heterozygous with respect to three translocated chromosomes, showed the expected percentages of quadrivalents always found in tetravalent rye, all other chromosome associations were bivalent (group 1 in table 1). The remaining individuals investigated also produced fewer multivalents than theoretically expected on the basis of the model proposed by Linnert (1962) and extended by us to include translocation figures composed of three translocated chromosomes. 3. It is to be assumed that in all of the plants investigated cytologically the quadrivalents were formed by the chromosomes not involved in the translocations. 4. Since the fertility of individuals with a strong tendency to form bivalents (group 1 in table 1) was no higher than that of plants producing a rather high percentage of multivalents, the rather high proportion of bivalents cannot be attributed to “preferential pairing” between chromosomes with increasing degrees of homology. Instead, it should probably be assumed that in the plants in question chiasma frequency was extremely low, so that heteromorphic bivalents instead multivalents were produced. 5. Proof of “preferential pairing” by cytological methods alone is rather difficult, because of the necessity to correctly distinguish the heteromorphic bivalents from the normal ones. It is discussed how use of the structural difference of chromosome VI ofS. montanum as compared to chromosome VI ofS. cereale which we detected recently, may serve to overcome this difficulty. 6. It appears that the goal of breeding a perennial, fully fertile, high-yielding rye hybrid may be achieved much more easily in diploids than in tetraploids, for in the tetraploid species hybrid success depends upon the selection not only of genotypes with high heritability for chiasma frequency but also for “zig-zag” distribution of the chromosomes involved in the formation of multivalents. In spite of our failure, a continued search for true “preferential pairing” may lead to its discover.","1970-03-01","2015-06-04 03:50:32","2015-06-04 03:51:03","2015-06-04 03:50:32","99-105","","3","40","","Theoret. Appl. Genetics","","","","","","","","de","","","","","link.springer.com.proxy1.cl.msu.edu","","","","","","relevant; search.rye; SPV; TS=(perennial NEAR/1 (rye OR secale) NOT ""rye$grass""); Web of Science","agriculture; Biochemistry, general; Biotechnology; Plant Biochemistry; Plant Genetics & Genomics; Plant Sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRW94VEH","journalArticle","1981","Cao, W. Y.; Zhao, W. Y.; Zhao, S. M.","Studies on resistance to rosette virus in different forms of wheat.","Acta Phytopathologica Sinica","","0412-0914","","","Of 1986 forms screened in the field, 34 had a moderately high and 66 a moderate degree of resistance. In artificial inoculation tests, three very resistant forms were identified, of which ""perennial wheat"" was the most resistant. These three were also very resistant to Puccinia striiformis, P. graminis, P. recondita and Erysiphe graminis.","1981","2015-06-03 04:42:17","2015-06-03 04:42:17","","48-49","","4","11","","","","","","","","","","","","","","","","","CABI:19821614117","","","","relevant; search.wheat; SPV; TS=(perennial NEAR/1 (triticum OR wheat)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WFWDFXB","journalArticle","2003","Hao, Tang; LiYun, Chen; YiShan, Yang; JunMing, Li","Studies on the correlation between nutrient content and ratooning ability in rice.","Journal of Hunan Agricultural University","","1007-1032","","","The correlation between nutrient content of the main crop and its ratooning ability was studied in 30 rice cultivars (hybrid crosses) grown in Changsha, Hunan, China. A slight correlation between ratooning ability and nutrient content at 18 days after full heading was observed. Ratooning ability was positively correlated with nitrogen and phosphorus contents at harvest, but negatively correlated with calcium, magnesium, manganese, copper and boron contents. The results suggest that fertilizer application to promote booting at 12 days before harvest and fertilizer application to protect booting at 5 days after harvest are necessary. Phosphorus fertilizer should be applied as a basal fertilizer, and calcium fertilizer should be applied separately depending on the requirement of the main and ratoon crops. Trace element fertilizers, such as magnesium, manganese, copper, boron and zinc fertilizers, should not be applied at later growth stages of the main crop.","2003","2015-06-03 04:49:18","2015-06-03 04:49:18","","95-98","","2","29","","","","","","","","","","","","","","","","","CABI:20033121210","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4EKPHS59","journalArticle","1968","HSIEH, C. F.; KAO, S.; CHIANG, C.","Studies on the cultivation of ratooned rice. 3. Effect of ploughing depth and amount of fertilizer on the viability and yield of ratooned rice.","Nung-yeh Yen-chiu = Journal of Taiwan Agricultural Research","","","","","In trials in 1959-61, regrowth of ratooned rice decreased with increase in ploughing depth and with increase in the rate of N applied to the previous crop. Maximum grain yields were obtained from a 25-cm ploughing depth. F.en s. FAS.","1968","2015-06-03 04:54:54","2015-08-20 15:54:27","","24-33","","4","17","","","","","","","","","","","","","","","","","CABI:19721701789","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PK8GH3P2","journalArticle","1988","Schulenburg, S.; Dorffling, K.","Studies on the drought tolerance of perennial ryes.","Mitteilungen der Gesellschaft fur Pflanzenbauwissenschaften","","","","","Perennial wild rye ( Secale montanum) X S. cereale hybrids show promise for fodder and grain production especially in semiarid regions where their advantages include drought tolerance. In pot experiments in which 6-week-old plants were deprived of water for 18 days, drought injury was markedly lower and survival rate and recovery after restoration of water supply higher in S. montanum and its perennial hybrid Sopertra than in 2 tetraploid and 1 diploid winter rye cultivars. Similarly, loss of leaf turgor and changes in leaf osmotic potentials were lower in hybrids Sopertra and Permontra than in the tetraploid winter rye cv. Teku and Halo. When S. montanum, the same perennial hybrids and several winter and summer rye cultivars were watered every 2 or 4 days, the perennials used less water and accumulated less DM during the first 4 weeks of growth than did the annual rye cultivars, but perennials were less sensitive than annuals to reductions in water supply. Shoot:root ratios were lower in perennials under the dry than under the wet conditions and they used water more efficiently for root growth than did the rye cultivars.","1988","2015-06-03 04:36:13","2015-06-03 04:36:13","","110-112","","","1","","","","","","","","","","","","","","","","","CABI:19890723728","","","","relevant; search.rye; SPV; TS=(perennial NEAR/1 (rye OR secale) NOT ""rye$grass""); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9D5T4JEK","journalArticle","1964","HSIEH, C.-F.; KAO, S.; CHIANG, C.","Studies on the method of growing rice from ratoons. II. Intervarietal differences in capacity for regrowth and in yield.","Nung-yeh Yen-chiu = Journal of Taiwan Agricultural Research","","","","","The yield of 15 Peng-lai (= Horai) and 2 native varieties grown from ratoons was determined. Yield differences between varieties were marked but were always below that following transplanting.","1964","2015-06-03 04:54:57","2015-06-03 04:54:57","","14-21","","3","13","","","","","","","","","","","","","","","","","CABI:19671600699","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
